                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.53981,                0.36131,                0.93818,                0.90437,                0.87673,                0.90088,                0.72636,                 1.0909,                0.89685,                 1.5768,              0.0006634,              0.0006634,              0.0006634
                     36,                0.51633,                0.33889,                0.93248,                0.92603,                0.74077,                0.88167,                0.72642,                 1.0211,                 1.2643,                 1.5002,              0.0006535,              0.0006535,              0.0006535
                     37,                 0.5146,                0.33633,                0.92797,                0.90326,                0.75838,                0.86927,                0.69793,                 1.0781,                  1.183,                  1.581,              0.0006436,              0.0006436,              0.0006436
                     38,                 0.5043,                0.33767,                0.93147,                 0.9425,                0.88903,                0.92667,                0.74436,                 1.0794,                0.76317,                 1.5919,              0.0006337,              0.0006337,              0.0006337
                     39,                0.51233,                0.33671,                0.92575,                0.95172,                0.81642,                 0.8923,                0.71579,                 1.0149,                0.96085,                 1.4833,              0.0006238,              0.0006238,              0.0006238
                     40,                0.52338,                0.34104,                0.93151,                0.89696,                0.84418,                0.89317,                0.70995,                 1.1361,                0.95869,                 1.6857,              0.0006139,              0.0006139,              0.0006139
                     41,                0.50647,                0.32938,                0.92355,                0.95572,                0.83006,                0.90448,                0.73169,                 1.1065,                  1.084,                 1.6033,               0.000604,               0.000604,               0.000604
                     42,                0.51531,                0.34075,                0.92972,                0.93462,                 0.8432,                0.90434,                0.73572,                 1.0531,                0.89278,                 1.5249,              0.0005941,              0.0005941,              0.0005941
                     43,                0.51167,                0.34958,                0.94049,                0.89651,                0.78304,                 0.8782,                0.71117,                 1.0294,                 1.0551,                 1.5524,              0.0005842,              0.0005842,              0.0005842
                     44,                0.50387,                0.34101,                0.92812,                0.96816,                0.68245,                0.79189,                0.67016,                0.94425,                 1.3914,                 1.4658,              0.0005743,              0.0005743,              0.0005743
                     45,                0.51081,                  0.331,                0.93553,                0.90652,                0.83136,                0.90422,                0.71543,                 1.1521,                0.97126,                 1.7197,              0.0005644,              0.0005644,              0.0005644
                     46,                0.49178,                0.33335,                0.92979,                0.95922,                0.88157,                0.92335,                 0.7433,                0.92783,                0.68528,                 1.4231,              0.0005545,              0.0005545,              0.0005545
                     47,                0.51137,                0.33046,                0.92276,                0.92978,                0.72978,                0.83011,                0.67617,                 1.0902,                 1.2178,                 1.6165,              0.0005446,              0.0005446,              0.0005446
                     48,                0.50675,                0.33784,                0.92393,                 0.9246,                0.72485,                0.83269,                0.69786,                0.97925,                 1.3038,                  1.484,              0.0005347,              0.0005347,              0.0005347
                     49,                0.50574,                0.32802,                0.93232,                0.84428,                0.78304,                0.88209,                0.72419,                 1.0747,                 1.1529,                 1.5446,              0.0005248,              0.0005248,              0.0005248
                     50,                0.49406,                0.31279,                0.91668,                0.91413,                0.88166,                0.91953,                0.76097,                0.92893,                0.80092,                 1.4382,              0.0005149,              0.0005149,              0.0005149
                     51,                0.49204,                0.31653,                0.91379,                0.89565,                0.75049,                0.82413,                 0.6661,                 1.1706,                 1.3534,                 1.7182,               0.000505,               0.000505,               0.000505
                     52,                0.48316,                 0.3145,                 0.9098,                0.91462,                0.76529,                0.86718,                0.70778,                 1.0403,                 1.2005,                 1.5492,              0.0004951,              0.0004951,              0.0004951
                     53,                0.47585,                0.30929,                0.92104,                0.89985,                0.69113,                0.79884,                0.68296,                0.97594,                 1.3559,                 1.5055,              0.0004852,              0.0004852,              0.0004852
                     54,                0.47732,                0.31501,                0.91535,                0.89852,                0.81208,                0.88751,                0.72848,                 1.0143,                0.96023,                 1.5231,              0.0004753,              0.0004753,              0.0004753
                     55,                0.47282,                0.31366,                0.90879,                0.92161,                0.78841,                0.87325,                0.74011,                0.90245,                0.99379,                 1.4346,              0.0004654,              0.0004654,              0.0004654
                     56,                0.47377,                0.31308,                0.92395,                0.89627,                0.79247,                0.87281,                 0.7404,                 0.9399,                 1.1494,                 1.4298,              0.0004555,              0.0004555,              0.0004555
                     57,                0.46894,                0.30246,                0.91211,                0.94413,                0.83333,                0.89792,                0.76941,                0.87301,                0.99817,                 1.3793,              0.0004456,              0.0004456,              0.0004456
                     58,                0.46453,                0.30379,                0.91243,                0.93949,                0.81156,                0.88432,                0.74817,                 0.9085,                0.99753,                 1.4392,              0.0004357,              0.0004357,              0.0004357
                     59,                0.46525,                0.30277,                0.90366,                0.94306,                0.84221,                0.91036,                0.75501,                0.92124,                0.81114,                 1.4542,              0.0004258,              0.0004258,              0.0004258
                     60,                0.45266,                0.29445,                0.89455,                0.93284,                0.79191,                0.90194,                0.76208,                 0.9022,                 1.0143,                 1.4261,              0.0004159,              0.0004159,              0.0004159
                     61,                0.43947,                0.28058,                0.89783,                0.95486,                0.74556,                0.86275,                0.74151,                0.89974,                 1.2477,                 1.4424,               0.000406,               0.000406,               0.000406
                     62,                 0.4694,                0.30258,                0.91034,                0.90499,                0.71696,                0.80667,                0.68338,                0.97984,                 1.3715,                 1.4937,              0.0003961,              0.0003961,              0.0003961
                     63,                0.44664,                0.28557,                 0.9006,                0.93563,                0.80267,                0.88927,                 0.7219,                 1.0155,                 1.1026,                 1.5183,              0.0003862,              0.0003862,              0.0003862
                     64,                 0.4388,                0.28665,                0.89002,                0.91438,                0.79684,                0.87357,                0.72815,                0.96377,                 1.0468,                 1.4933,              0.0003763,              0.0003763,              0.0003763
                     65,                0.45127,                0.29445,                0.90525,                0.92535,                0.81903,                0.90558,                0.74448,                0.98326,                0.99513,                 1.4986,              0.0003664,              0.0003664,              0.0003664
                     66,                0.44631,                0.28355,                0.89541,                0.93156,                0.85904,                0.92923,                0.75594,                0.96809,                0.87285,                 1.4634,              0.0003565,              0.0003565,              0.0003565
                     67,                0.43749,                0.28266,                0.90361,                0.91219,                0.84517,                0.92137,                0.76152,                0.91199,                0.83288,                  1.432,              0.0003466,              0.0003466,              0.0003466
                     68,                0.43725,                0.27787,                0.89755,                0.91822,                0.84154,                0.91263,                0.76078,                0.94609,                0.84176,                 1.4462,              0.0003367,              0.0003367,              0.0003367
                     69,                0.43738,                0.27645,                0.88601,                0.87724,                0.82454,                0.89032,                0.72806,                 1.0334,                0.94899,                 1.5604,              0.0003268,              0.0003268,              0.0003268
                     70,                0.42811,                0.27752,                0.89164,                0.97499,                0.69724,                0.81907,                0.68735,                 0.9804,                 1.2838,                 1.4724,              0.0003169,              0.0003169,              0.0003169
                     71,                0.40251,                0.25856,                0.88127,                0.91756,                0.76134,                0.86827,                0.71243,                 1.0415,                 1.0759,                  1.544,               0.000307,               0.000307,               0.000307
                     72,                0.42718,                0.27229,                0.88779,                 0.9091,                0.75345,                0.88406,                 0.7412,                 1.0113,                 1.0988,                 1.5454,              0.0002971,              0.0002971,              0.0002971
                     73,                0.43485,                0.27541,                0.88695,                 0.9461,                0.82446,                0.91977,                0.77866,                  0.938,                0.90582,                 1.4691,              0.0002872,              0.0002872,              0.0002872
                     74,                0.41644,                0.26712,                0.88361,                0.95358,                0.82249,                0.90593,                0.75483,                0.99446,                0.93574,                 1.5358,              0.0002773,              0.0002773,              0.0002773
                     75,                0.41843,                0.25897,                0.89877,                0.96095,                0.79093,                0.90443,                0.75869,                0.91221,                0.92633,                 1.4588,              0.0002674,              0.0002674,              0.0002674
                     76,                0.42028,                0.26442,                0.88783,                0.93028,                0.75009,                0.86923,                0.72799,                0.98862,                 1.1604,                 1.5432,              0.0002575,              0.0002575,              0.0002575
                     77,                0.42889,                0.26611,                0.89449,                0.89893,                0.75436,                0.85705,                0.71852,                 1.0754,                 1.1434,                 1.6185,              0.0002476,              0.0002476,              0.0002476
                     78,                0.40363,                0.25417,                 0.8776,                0.92192,                0.78019,                0.89321,                0.74473,                0.89443,                 1.0032,                 1.4156,              0.0002377,              0.0002377,              0.0002377
                     79,                0.40239,                0.24631,                0.88178,                 0.9195,                0.77726,                0.89044,                0.75045,                0.89226,                 1.0639,                  1.406,              0.0002278,              0.0002278,              0.0002278
                     80,                0.39603,                0.25066,                0.88052,                0.90104,                0.76726,                0.86344,                0.72686,                0.88718,                 1.1547,                 1.4219,              0.0002179,              0.0002179,              0.0002179
                     81,                0.40294,                0.25061,                0.88083,                0.89584,                0.72943,                0.85352,                0.72957,                0.92381,                 1.2666,                 1.4319,               0.000208,               0.000208,               0.000208
                     82,                0.40108,                0.24665,                0.88283,                0.89553,                0.71893,                0.85992,                0.73874,                0.96049,                 1.2685,                 1.4629,              0.0001981,              0.0001981,              0.0001981
                     83,                0.39672,                0.24579,                0.86996,                0.93045,                  0.752,                0.87884,                0.75065,                0.93873,                  1.133,                 1.4328,              0.0001882,              0.0001882,              0.0001882
                     84,                0.40499,                0.25209,                 0.8844,                0.91141,                0.80153,                0.90397,                0.76675,                0.93306,                 1.0038,                 1.4503,              0.0001783,              0.0001783,              0.0001783
                     85,                0.39492,                0.24985,                0.87473,                0.89276,                0.79487,                0.89003,                0.75856,                0.95047,                 1.0088,                 1.4781,              0.0001684,              0.0001684,              0.0001684
                     86,                0.40374,                0.25337,                0.88385,                 0.9442,                0.81768,                0.87925,                0.75645,                0.89022,                 1.0447,                 1.4054,              0.0001585,              0.0001585,              0.0001585
                     87,                0.39719,                0.24385,                0.88524,                0.92676,                0.84863,                0.90763,                0.74923,                0.98108,                0.85786,                  1.508,              0.0001486,              0.0001486,              0.0001486
                     88,                0.39054,                0.24044,                0.87823,                 0.9534,                0.82724,                0.88813,                0.74654,                0.97312,                0.94194,                   1.51,              0.0001387,              0.0001387,              0.0001387
                     89,                0.38007,                0.23745,                0.87381,                0.93695,                0.79139,                0.87854,                0.74866,                0.93781,                 1.0694,                 1.4527,              0.0001288,              0.0001288,              0.0001288
                     90,                0.39667,                0.24074,                 0.8772,                0.94225,                0.77811,                0.86752,                0.73233,                0.96014,                 1.1156,                 1.4585,              0.0001189,              0.0001189,              0.0001189
                     91,                0.36683,                0.20163,                0.82238,                0.94785,                0.82455,                0.89903,                0.75985,                0.89042,                 0.9414,                 1.4057,               0.000109,               0.000109,               0.000109
                     92,                0.35516,                0.19324,                0.81567,                0.96068,                0.84326,                0.92165,                  0.787,                0.89429,                0.90214,                 1.3981,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.36044,                 0.1962,                0.81258,                0.96884,                0.84122,                0.92852,                0.79343,                0.91564,                0.90601,                 1.4019,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.34486,                0.19265,                0.82006,                0.97133,                0.83534,                0.93191,                0.80671,                0.91315,                0.92791,                 1.4169,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                 0.3503,                0.19116,                0.81507,                0.97244,                0.82939,                0.92186,                0.80309,                0.92238,                0.99721,                 1.4325,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.36549,                0.19938,                0.81123,                0.97249,                 0.8146,                0.91782,                0.79971,                0.92221,                 1.0393,                 1.4179,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.35635,                0.19071,                 0.8177,                0.97533,                 0.8188,                0.92073,                0.80861,                0.91585,                 1.0287,                 1.4132,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.34129,                0.18246,                0.81734,                0.97294,                0.83531,                0.92603,                0.81258,                 0.9016,                0.96302,                 1.3925,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.33927,                0.18461,                0.80741,                0.97449,                0.84813,                0.93192,                0.81522,                0.89198,                0.90722,                 1.3832,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.33467,                0.17797,                0.80921,                0.97223,                0.85306,                0.93456,                0.81812,                0.89045,                0.89591,                 1.3839,               1.99e-05,               1.99e-05,               1.99e-05
