                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7847,                 1.9713,                 1.3723,                0.43014,                0.53143,                0.44354,                0.21269,                  1.719,                 5.6489,                 1.5087,             0.00065873,             0.00065873,             0.00065873
                      2,                 1.7358,                 1.4502,                 1.3484,                0.46139,                0.49827,                0.44957,                0.20207,                 1.8901,                 3.4501,                   1.61,              0.0013123,              0.0013123,              0.0013123
                      3,                 1.7771,                 1.4597,                 1.3829,                0.42066,                 0.4265,                0.39029,                0.17372,                  1.941,                 2.7026,                 1.6189,              0.0019526,              0.0019526,              0.0019526
                      4,                 1.7949,                   1.42,                 1.3856,                0.49119,                0.40847,                0.41732,                0.19407,                 1.8907,                 1.7526,                  1.546,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.7375,                  1.363,                   1.35,                 0.4154,                 0.5061,                0.36481,                0.17131,                 1.7217,                 2.5398,                 1.4388,              0.0019208,              0.0019208,              0.0019208
                      6,                 1.6841,                 1.2996,                 1.3328,                0.49535,                0.46212,                0.44579,                0.21266,                 1.8073,                 2.2193,                 1.4822,               0.001901,               0.001901,               0.001901
                      7,                 1.6683,                 1.3063,                  1.301,                0.57589,                0.56159,                0.58745,                0.28721,                 1.6927,                 1.4425,                 1.3912,              0.0018812,              0.0018812,              0.0018812
                      8,                 1.6523,                 1.2682,                  1.304,                0.57152,                0.54392,                0.56739,                0.29397,                 1.6312,                 1.3435,                 1.3517,              0.0018614,              0.0018614,              0.0018614
                      9,                 1.6204,                  1.238,                 1.2871,                0.57848,                0.55552,                0.59026,                0.29551,                 1.6435,                 1.3635,                 1.3564,              0.0018416,              0.0018416,              0.0018416
                     10,                 1.6165,                  1.233,                 1.3039,                0.56271,                0.51784,                0.54613,                0.26676,                  1.611,                 1.3312,                 1.3328,              0.0018218,              0.0018218,              0.0018218
                     11,                 1.5788,                 1.2045,                 1.2755,                0.60019,                0.55123,                0.60153,                 0.3037,                 1.6347,                 1.3249,                 1.3474,               0.001802,               0.001802,               0.001802
                     12,                 1.5935,                 1.2027,                 1.2809,                 0.5653,                0.57195,                0.57692,                 0.2866,                 1.6896,                 1.5736,                 1.3826,              0.0017822,              0.0017822,              0.0017822
                     13,                 1.5542,                 1.1888,                 1.2498,                0.57745,                  0.573,                0.59974,                0.32356,                 1.5778,                 1.3367,                  1.315,              0.0017624,              0.0017624,              0.0017624
                     14,                 1.5181,                 1.1315,                 1.2485,                0.59537,                0.53903,                0.59559,                0.30826,                 1.5936,                 1.3031,                 1.3359,              0.0017426,              0.0017426,              0.0017426
                     15,                 1.5266,                 1.1457,                 1.2474,                 0.5911,                0.54954,                 0.5913,                0.30333,                 1.5818,                 1.3088,                 1.3128,              0.0017228,              0.0017228,              0.0017228
                     16,                 1.5192,                 1.1594,                 1.2445,                0.62842,                0.54386,                0.61216,                 0.3303,                 1.5189,                 1.2136,                 1.2973,               0.001703,               0.001703,               0.001703
                     17,                 1.5126,                  1.116,                 1.2383,                0.60976,                0.56712,                0.61658,                0.32468,                 1.5776,                 1.1984,                 1.3196,              0.0016832,              0.0016832,              0.0016832
                     18,                 1.4845,                  1.082,                 1.2261,                 0.6122,                0.56758,                0.61124,                0.31466,                 1.5903,                 1.2232,                 1.3294,              0.0016634,              0.0016634,              0.0016634
                     19,                 1.4886,                  1.084,                 1.2296,                0.57633,                0.58554,                0.59589,                0.32002,                 1.5667,                 1.2618,                 1.3239,              0.0016436,              0.0016436,              0.0016436
                     20,                 1.4587,                 1.0832,                 1.2288,                0.60359,                0.55469,                0.60417,                0.31276,                 1.6303,                 1.2621,                  1.359,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.4707,                 1.0709,                  1.218,                 0.5943,                0.53563,                0.58258,                0.31122,                 1.5815,                  1.332,                 1.3333,               0.001604,               0.001604,               0.001604
                     22,                 1.4398,                 1.0431,                 1.1993,                0.61087,                0.57473,                0.61038,                0.32225,                 1.5756,                 1.1869,                  1.312,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.4522,                 1.0466,                 1.2172,                0.61586,                0.58472,                 0.6311,                0.34279,                 1.5151,                 1.1564,                 1.3002,              0.0015644,              0.0015644,              0.0015644
                     24,                 1.4438,                 1.0508,                 1.2126,                0.57701,                 0.5324,                0.58778,                0.31143,                 1.5773,                 1.2391,                 1.3155,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.4167,                 1.0139,                 1.2021,                0.58397,                0.57495,                0.60641,                0.33347,                 1.5272,                 1.2248,                 1.3087,              0.0015248,              0.0015248,              0.0015248
                     26,                 1.4351,                 1.0176,                   1.19,                0.57045,                0.58554,                0.59336,                0.31351,                 1.5683,                 1.2653,                 1.3186,               0.001505,               0.001505,               0.001505
                     27,                  1.426,                 1.0247,                 1.1952,                0.60675,                0.49735,                0.56238,                0.29465,                 1.5674,                   1.43,                 1.3168,              0.0014852,              0.0014852,              0.0014852
                     28,                 1.4264,                 1.0256,                 1.1952,                0.59792,                0.57456,                0.60913,                0.31281,                 1.6248,                 1.2584,                 1.3515,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.4285,                 1.0177,                 1.2005,                0.61771,                0.54988,                0.62129,                0.34515,                 1.5119,                 1.3123,                 1.2993,              0.0014456,              0.0014456,              0.0014456
                     30,                  1.376,                0.98702,                 1.1691,                0.56612,                0.55561,                0.58354,                0.32322,                 1.5098,                 1.2497,                 1.2967,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.3798,                 0.9653,                 1.1707,                 0.6071,                0.57978,                0.61825,                 0.3306,                 1.5583,                 1.1817,                  1.325,               0.001406,               0.001406,               0.001406
                     32,                 1.3793,                0.97695,                 1.1646,                0.64024,                0.56067,                0.63907,                0.35287,                  1.504,                 1.2187,                 1.2869,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.3591,                 0.9511,                 1.1699,                0.63394,                0.58936,                0.64298,                 0.3428,                  1.561,                 1.1419,                  1.322,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.3749,                0.96577,                 1.1721,                0.62532,                0.58485,                0.63193,                0.34436,                 1.5295,                 1.1548,                 1.3078,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.3514,                0.92626,                 1.1543,                0.61821,                0.59337,                0.63881,                0.33937,                 1.5535,                  1.135,                  1.309,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.3405,                0.93141,                 1.1685,                0.64497,                 0.5959,                0.65313,                0.35816,                 1.4934,                 1.1488,                 1.2847,               0.001307,               0.001307,               0.001307
                     37,                  1.305,                0.91346,                 1.1384,                0.63161,                0.54018,                0.61058,                0.33059,                 1.5278,                  1.206,                 1.3026,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.3134,                0.92871,                 1.1358,                0.63281,                0.57794,                 0.6392,                 0.3495,                 1.5363,                 1.1623,                 1.3116,              0.0012674,              0.0012674,              0.0012674
                     39,                  1.299,                0.90047,                 1.1294,                0.62269,                0.61087,                0.64716,                 0.3561,                 1.5052,                 1.1771,                 1.2956,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.3184,                0.90378,                 1.1532,                0.61312,                0.57436,                0.62264,                0.33836,                  1.529,                 1.1868,                 1.3114,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.2893,                0.87734,                  1.135,                0.59821,                0.59936,                0.63147,                0.34741,                 1.5284,                 1.1377,                 1.3069,               0.001208,               0.001208,               0.001208
                     42,                  1.299,                0.89195,                 1.1491,                0.60349,                0.59406,                0.62888,                0.34197,                 1.5167,                 1.1635,                 1.3022,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.3027,                0.88475,                 1.1195,                0.60344,                0.58618,                0.62261,                0.34397,                 1.5347,                 1.1759,                 1.3235,              0.0011684,              0.0011684,              0.0011684
