                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.7029,                 8.9885,                 2.2134,                0.00806,                0.11485,                0.00262,                0.00113,                 4.6205,                 58.127,                  2.998,             0.00065873,             0.00065873,             0.00065873
                      2,                 3.7286,                 2.1776,                 2.2745,                0.00022,                0.05042,                0.00012,                  5e-05,                    nan,                    nan,                    nan,              0.0013123,              0.0013123,              0.0013123
                      3,                 3.7875,                 2.0933,                 2.2601,                0.00394,                0.54995,                0.00317,                0.00148,                 4.3023,                    inf,                 5.0168,              0.0019526,              0.0019526,              0.0019526
                      4,                 3.6802,                 2.0193,                 2.1996,                0.57613,                0.41923,                0.43299,                0.17788,                 4.4443,                 5.2361,                 2.8994,              0.0019406,              0.0019406,              0.0019406
                      5,                 3.5155,                  1.772,                 2.1502,                0.51567,                0.45191,                0.46189,                 0.2264,                 4.0962,                 5.0648,                 2.7415,              0.0019208,              0.0019208,              0.0019208
                      6,                 3.4426,                 1.7522,                 2.1218,                0.59462,                0.54098,                 0.4824,                 0.2017,                 4.2196,                 4.8631,                 2.7042,               0.001901,               0.001901,               0.001901
                      7,                 3.4577,                 1.7214,                   2.13,                 0.7265,                0.51261,                0.55599,                0.23462,                 4.2183,                 5.5423,                 2.6484,              0.0018812,              0.0018812,              0.0018812
                      8,                  3.287,                 1.5804,                 2.0894,                0.72027,                0.58263,                0.63041,                0.29933,                 3.9188,                 3.1681,                 2.5266,              0.0018614,              0.0018614,              0.0018614
                      9,                 3.2295,                  1.446,                 2.0757,                0.74823,                0.62989,                0.69336,                0.32582,                 3.9837,                 2.7713,                 2.5716,              0.0018416,              0.0018416,              0.0018416
                     10,                 3.3182,                 1.4587,                 2.1019,                 0.7358,                0.43604,                0.56005,                0.26741,                 4.2983,                 5.3896,                 2.8703,              0.0018218,              0.0018218,              0.0018218
                     11,                 3.3058,                 1.4123,                   2.09,                0.76819,                 0.5384,                0.61201,                0.26737,                  4.511,                 3.4928,                 2.7619,               0.001802,               0.001802,               0.001802
                     12,                 3.2022,                 1.4508,                 2.0725,                0.88942,                0.63772,                0.75744,                0.36787,                 3.8669,                 2.5982,                 2.5297,              0.0017822,              0.0017822,              0.0017822
                     13,                 3.1403,                 1.3181,                 2.0437,                0.82604,                0.63401,                0.71822,                0.35817,                 3.9333,                  3.061,                 2.5762,              0.0017624,              0.0017624,              0.0017624
