                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.77934,                0.42582,                0.99194,                0.92828,                0.82597,                0.90963,                 0.6056,                 1.3062,                0.81207,                 1.3829,                0.00101,                0.00101,                0.00101
                     52,                0.74252,                0.41256,                0.97672,                0.89962,                0.84848,                0.91039,                 0.6348,                 1.2069,                0.77381,                 1.3284,              0.0009902,              0.0009902,              0.0009902
                     53,                0.73425,                0.40406,                0.96216,                0.92192,                0.82801,                0.89707,                0.60843,                  1.256,                0.89342,                 1.3733,              0.0009704,              0.0009704,              0.0009704
                     54,                0.75384,                0.40657,                0.96931,                0.92189,                0.83793,                0.91578,                0.63086,                 1.2427,                0.76136,                  1.362,              0.0009506,              0.0009506,              0.0009506
                     55,                0.73925,                 0.3977,                0.96067,                0.94575,                0.81513,                0.89854,                0.59857,                 1.2731,                0.77932,                 1.3817,              0.0009308,              0.0009308,              0.0009308
                     56,                0.74058,                0.40578,                0.96943,                0.91332,                0.83013,                0.89724,                0.61605,                 1.2134,                0.76337,                 1.3277,               0.000911,               0.000911,               0.000911
                     57,                0.72298,                0.40993,                0.95767,                0.92674,                0.87625,                0.91424,                0.56961,                 1.3844,                0.68736,                 1.5152,              0.0008912,              0.0008912,              0.0008912
                     58,                 0.7211,                0.40024,                0.95372,                0.94062,                0.83377,                0.90315,                0.59053,                  1.344,                0.77361,                 1.4663,              0.0008714,              0.0008714,              0.0008714
                     59,                0.70726,                0.39293,                 0.9482,                0.93923,                0.85887,                0.90851,                0.61511,                 1.2378,                0.74768,                 1.3696,              0.0008516,              0.0008516,              0.0008516
                     60,                0.72322,                0.39602,                0.95887,                  0.934,                0.84329,                0.91369,                 0.6317,                 1.2114,                0.75892,                 1.3284,              0.0008318,              0.0008318,              0.0008318
                     61,                0.72273,                0.39244,                0.95918,                0.92786,                0.85746,                0.92434,                0.64477,                 1.2082,                 0.6879,                 1.3161,               0.000812,               0.000812,               0.000812
                     62,                0.69747,                0.38943,                0.94721,                0.94607,                0.81991,                0.91098,                0.64366,                 1.2124,                0.80138,                 1.3295,              0.0007922,              0.0007922,              0.0007922
                     63,                0.72314,                0.39401,                0.95801,                0.91818,                0.79134,                0.88193,                0.58872,                 1.3216,                0.88624,                 1.4198,              0.0007724,              0.0007724,              0.0007724
                     64,                0.69966,                0.38437,                0.95343,                0.94875,                0.81818,                 0.8946,                0.62352,                 1.1927,                0.83327,                 1.3282,              0.0007526,              0.0007526,              0.0007526
                     65,                0.70125,                0.38791,                0.96404,                0.93164,                0.84957,                0.90484,                0.59937,                 1.2851,                0.69744,                 1.4164,              0.0007328,              0.0007328,              0.0007328
                     66,                0.68456,                0.37425,                0.94601,                0.94562,                0.83896,                0.90637,                0.63894,                 1.1369,                  0.698,                 1.2809,               0.000713,               0.000713,               0.000713
                     67,                0.68618,                 0.3716,                0.93942,                 0.9322,                0.83327,                0.88916,                0.62495,                 1.1364,                0.77043,                 1.2544,              0.0006932,              0.0006932,              0.0006932
                     68,                0.68385,                0.37181,                0.94285,                 0.9364,                0.84127,                0.91762,                0.65773,                 1.1426,                0.69334,                 1.2765,              0.0006734,              0.0006734,              0.0006734
                     69,                0.67654,                0.36595,                 0.9378,                0.92497,                0.85386,                0.92573,                0.66549,                  1.164,                0.73938,                 1.3117,              0.0006536,              0.0006536,              0.0006536
                     70,                0.66018,                0.36326,                0.93585,                0.94424,                0.79173,                0.87145,                0.59792,                 1.2172,                0.83893,                 1.3623,              0.0006338,              0.0006338,              0.0006338
                     71,                0.67253,                0.36347,                0.93497,                0.94063,                0.83983,                0.90496,                0.64781,                 1.1307,                0.74126,                 1.2585,               0.000614,               0.000614,               0.000614
                     72,                0.67514,                0.37225,                0.93784,                0.94469,                0.84502,                0.91663,                0.65674,                 1.1491,                0.71674,                 1.2812,              0.0005942,              0.0005942,              0.0005942
                     73,                0.66018,                0.35513,                0.92629,                0.93719,                0.86494,                0.90487,                0.62376,                 1.2325,                0.69418,                 1.3904,              0.0005744,              0.0005744,              0.0005744
                     74,                0.69134,                0.37038,                0.94252,                0.94036,                0.83636,                0.90528,                0.62163,                 1.2258,                 0.7553,                 1.3583,              0.0005546,              0.0005546,              0.0005546
                     75,                0.66016,                0.35812,                0.92932,                0.93564,                0.84337,                0.89388,                0.60035,                 1.2782,                0.76791,                 1.4537,              0.0005348,              0.0005348,              0.0005348
                     76,                0.64261,                 0.3449,                0.92757,                0.93681,                 0.8472,                0.91229,                0.63384,                 1.2122,                0.70345,                 1.3617,               0.000515,               0.000515,               0.000515
                     77,                0.63992,                0.34742,                0.92567,                 0.9316,                0.86087,                0.91737,                0.63323,                 1.2052,                0.66468,                 1.3255,              0.0004952,              0.0004952,              0.0004952
