                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     38,                 2.8531,                 2.0221,                 2.2731,                0.56135,                0.57265,                0.57925,                0.30712,                 3.2155,                 2.6557,                 2.6195,              0.0012674,              0.0012674,              0.0012674
                     39,                 2.8272,                 1.9897,                 2.2628,                0.62016,                0.56729,                0.61369,                0.33177,                 3.1878,                  2.505,                 2.5969,              0.0012476,              0.0012476,              0.0012476
                     40,                 2.8483,                 1.9988,                 2.3008,                0.60255,                 0.5662,                0.60335,                 0.3228,                 3.1704,                 2.5819,                 2.5876,              0.0012278,              0.0012278,              0.0012278
                     41,                 2.7576,                 1.8685,                 2.2563,                0.60556,                 0.5738,                0.61389,                0.33592,                 3.1198,                  2.466,                 2.5726,               0.001208,               0.001208,               0.001208
                     42,                 2.7477,                  1.893,                  2.274,                0.57502,                0.60254,                0.60731,                0.32359,                 3.2734,                 2.5343,                  2.652,              0.0011882,              0.0011882,              0.0011882
                     43,                 2.7864,                  1.896,                 2.2289,                0.62912,                0.57884,                0.62574,                0.33463,                 3.2135,                 2.4789,                 2.6337,              0.0011684,              0.0011684,              0.0011684
                     44,                 2.7512,                 1.9028,                 2.2593,                0.60364,                0.60385,                0.63209,                0.34484,                 3.1175,                 2.4179,                 2.5892,              0.0011486,              0.0011486,              0.0011486
                     45,                 2.7488,                 1.8348,                 2.2432,                0.63969,                0.55998,                0.61902,                0.33736,                 3.1605,                 2.5486,                 2.5988,              0.0011288,              0.0011288,              0.0011288
                     46,                 2.7278,                 1.8684,                 2.2451,                0.54598,                0.59284,                0.57048,                0.30532,                  3.233,                 2.7222,                 2.6339,               0.001109,               0.001109,               0.001109
                     47,                  2.677,                 1.8096,                 2.1865,                0.57215,                0.59088,                0.58697,                 0.3252,                 3.1548,                 2.5941,                 2.6097,              0.0010892,              0.0010892,              0.0010892
                     48,                 2.6901,                 1.7998,                 2.2092,                0.62903,                0.57004,                0.62639,                 0.3371,                 3.2261,                 2.5383,                 2.6288,              0.0010694,              0.0010694,              0.0010694
                     49,                 2.6699,                 1.7952,                 2.1832,                0.62493,                0.59567,                0.62286,                0.33597,                 3.1859,                 2.5012,                 2.6226,              0.0010496,              0.0010496,              0.0010496
                     50,                 2.6547,                 1.7411,                 2.2027,                0.61106,                0.54893,                0.58649,                0.31441,                 3.2473,                 2.6516,                 2.6578,              0.0010298,              0.0010298,              0.0010298
                     51,                 2.6332,                 1.7635,                 2.1922,                0.62395,                0.57689,                0.61529,                0.33203,                 3.2315,                 2.5387,                 2.6437,                0.00101,                0.00101,                0.00101
                     52,                 2.5942,                 1.7115,                 2.1644,                0.58974,                0.54985,                0.57326,                0.31087,                 3.1964,                 2.6724,                 2.6427,              0.0009902,              0.0009902,              0.0009902
                     53,                 2.6051,                 1.7097,                 2.1787,                0.59399,                0.56873,                0.59813,                0.32574,                 3.2005,                 2.5825,                 2.6308,              0.0009704,              0.0009704,              0.0009704
                     54,                 2.5591,                 1.6559,                 2.1655,                0.61619,                0.57482,                0.61101,                0.33034,                 3.2057,                 2.5259,                 2.6174,              0.0009506,              0.0009506,              0.0009506
                     55,                 2.5463,                 1.6862,                 2.1219,                0.60825,                0.57344,                0.60572,                0.32694,                 3.2591,                 2.6418,                 2.6772,              0.0009308,              0.0009308,              0.0009308
                     56,                 2.5432,                 1.6363,                 2.1429,                0.61581,                0.59291,                0.63107,                0.34647,                 3.2027,                 2.4765,                 2.6372,               0.000911,               0.000911,               0.000911
                     57,                 2.5849,                 1.6722,                 2.1688,                0.60248,                0.58001,                0.60861,                0.32668,                 3.2789,                 2.5784,                 2.6856,              0.0008912,              0.0008912,              0.0008912
                     58,                 2.5467,                 1.6355,                 2.1395,                0.60367,                0.57955,                0.60167,                0.32906,                 3.2212,                 2.5456,                  2.649,              0.0008714,              0.0008714,              0.0008714
                     59,                 2.4888,                 1.5909,                 2.0979,                0.62125,                0.56804,                0.59925,                 0.3286,                 3.2206,                 2.6425,                 2.6552,              0.0008516,              0.0008516,              0.0008516
                     60,                 2.5115,                 1.5937,                 2.1135,                0.63206,                0.56482,                0.61505,                0.33754,                 3.1782,                 2.5286,                 2.6235,              0.0008318,              0.0008318,              0.0008318
                     61,                 2.5129,                 1.5457,                 2.1199,                0.60728,                0.60166,                0.62233,                0.33299,                 3.2703,                  2.497,                 2.6851,               0.000812,               0.000812,               0.000812
                     62,                 2.4464,                 1.5163,                 2.0953,                0.60387,                0.58393,                 0.6139,                0.33442,                 3.2127,                 2.5147,                 2.6628,              0.0007922,              0.0007922,              0.0007922
                     63,                 2.4465,                 1.5634,                 2.1026,                0.63107,                0.58093,                0.61947,                0.33499,                 3.2136,                 2.5291,                 2.6534,              0.0007724,              0.0007724,              0.0007724
                     64,                 2.4145,                 1.5141,                 2.0723,                0.62205,                0.56806,                0.60594,                0.32962,                 3.2291,                 2.5492,                 2.6734,              0.0007526,              0.0007526,              0.0007526
                     65,                 2.4206,                 1.4919,                 2.0768,                0.60598,                0.59613,                0.61297,                0.33386,                 3.2305,                 2.5431,                 2.6564,              0.0007328,              0.0007328,              0.0007328
                     66,                 2.4074,                 1.5044,                 2.0775,                0.62489,                0.59153,                0.62433,                0.33843,                 3.2254,                 2.5708,                 2.6661,               0.000713,               0.000713,               0.000713
                     67,                 2.3384,                 1.4348,                 2.0513,                0.60856,                0.59913,                0.60434,                0.33045,                 3.2428,                  2.581,                 2.6979,              0.0006932,              0.0006932,              0.0006932
                     68,                 2.3693,                 1.4443,                 2.0507,                0.63709,                0.56914,                0.61007,                0.33279,                 3.2632,                  2.592,                 2.6954,              0.0006734,              0.0006734,              0.0006734
                     69,                 2.3399,                 1.4256,                 2.0317,                0.62554,                0.59351,                0.62776,                0.34511,                  3.217,                 2.5942,                 2.6769,              0.0006536,              0.0006536,              0.0006536
                     70,                 2.3316,                 1.3948,                  2.051,                0.60521,                0.60051,                0.62066,                0.34054,                 3.2111,                 2.5452,                 2.6808,              0.0006338,              0.0006338,              0.0006338
                     71,                 2.3354,                 1.4518,                 2.0522,                 0.6401,                0.57219,                0.61138,                0.33101,                 3.2604,                 2.5779,                 2.7139,               0.000614,               0.000614,               0.000614
                     72,                 2.3264,                 1.3927,                 2.0368,                0.67498,                0.53696,                0.61028,                0.33473,                 3.2647,                 2.8512,                 2.6865,              0.0005942,              0.0005942,              0.0005942
                     73,                 2.2766,                 1.3592,                 2.0361,                0.64411,                0.56182,                 0.6116,                0.34035,                 3.2063,                 2.6474,                 2.6967,              0.0005744,              0.0005744,              0.0005744
                     74,                 2.3166,                 1.4083,                 2.0281,                0.60553,                0.59769,                0.61667,                0.33577,                 3.2513,                 2.5619,                 2.6912,              0.0005546,              0.0005546,              0.0005546
                     75,                 2.2941,                 1.3667,                 2.0145,                0.57633,                 0.6157,                0.60648,                0.32745,                 3.2642,                 2.6588,                  2.722,              0.0005348,              0.0005348,              0.0005348
                     76,                  2.252,                 1.3363,                 2.0001,                 0.6259,                0.57265,                0.61015,                0.33311,                  3.277,                 2.6354,                 2.7264,               0.000515,               0.000515,               0.000515
                     77,                 2.1984,                 1.3087,                 1.9988,                0.60623,                0.57781,                0.59746,                0.32636,                 3.2707,                 2.6523,                 2.7148,              0.0004952,              0.0004952,              0.0004952
                     78,                    2.2,                 1.3089,                  1.981,                 0.6405,                0.57057,                 0.6152,                0.33354,                 3.2559,                 2.6262,                   2.71,              0.0004754,              0.0004754,              0.0004754
                     79,                 2.2032,                 1.2995,                  2.002,                0.60774,                0.59613,                0.60336,                0.32876,                 3.2429,                 2.6904,                 2.7163,              0.0004556,              0.0004556,              0.0004556
                     80,                 2.1861,                 1.2778,                 1.9694,                0.63406,                0.58047,                0.62075,                0.33958,                   3.25,                 2.6552,                 2.7063,              0.0004358,              0.0004358,              0.0004358
                     81,                 2.1968,                 1.2872,                  1.976,                 0.6125,                0.59959,                 0.6152,                0.33789,                 3.2541,                 2.6588,                 2.7197,               0.000416,               0.000416,               0.000416
                     82,                  2.181,                 1.2479,                 1.9692,                0.62301,                0.55906,                0.60527,                0.33026,                 3.2538,                 2.7606,                 2.7323,              0.0003962,              0.0003962,              0.0003962
                     83,                 2.1778,                 1.2855,                 1.9959,                0.61994,                 0.6111,                0.61964,                0.33554,                 3.2799,                 2.6153,                 2.7395,              0.0003764,              0.0003764,              0.0003764
                     84,                 2.1349,                 1.2416,                 1.9575,                 0.6338,                0.58485,                0.61659,                 0.3357,                 3.2751,                 2.6837,                 2.7373,              0.0003566,              0.0003566,              0.0003566
                     85,                 2.1672,                 1.2436,                 1.9527,                0.65459,                0.56413,                0.61763,                0.34008,                 3.2467,                 2.6938,                 2.7198,              0.0003368,              0.0003368,              0.0003368
                     86,                 2.1296,                 1.2067,                 1.9433,                0.65455,                 0.5738,                0.61585,                0.33408,                 3.2824,                 2.7176,                 2.7576,               0.000317,               0.000317,               0.000317
                     87,                 2.1365,                 1.2311,                 1.9662,                0.63437,                0.58715,                0.61532,                0.33205,                 3.2755,                 2.6929,                 2.7582,              0.0002972,              0.0002972,              0.0002972
                     88,                 2.0866,                 1.1862,                 1.9554,                0.61677,                0.60834,                0.61684,                0.33258,                 3.2614,                 2.6839,                 2.7468,              0.0002774,              0.0002774,              0.0002774
                     89,                 2.1136,                 1.1952,                 1.9486,                0.60975,                0.60081,                0.60169,                0.32743,                   3.27,                 2.7345,                 2.7438,              0.0002576,              0.0002576,              0.0002576
                     90,                 2.0567,                 1.1437,                 1.9355,                0.65242,                0.55469,                 0.6043,                0.33348,                 3.2693,                 2.8589,                 2.7503,              0.0002378,              0.0002378,              0.0002378
                     91,                 2.0712,                 1.1626,                 1.9967,                0.65112,                0.56423,                0.60437,                0.33374,                 3.2412,                  2.763,                  2.773,               0.000218,               0.000218,               0.000218
                     92,                 2.0332,                 1.1088,                 1.9616,                 0.6421,                0.57132,                0.60767,                 0.3339,                 3.2466,                 2.7524,                 2.7617,              0.0001982,              0.0001982,              0.0001982
                     93,                 1.9811,                 1.0734,                  1.952,                0.62047,                0.59936,                0.61174,                0.33486,                 3.2382,                 2.6931,                 2.7673,              0.0001784,              0.0001784,              0.0001784
                     94,                 1.9615,                 1.0533,                 1.9498,                 0.6229,                0.58416,                0.60297,                0.32947,                 3.2794,                 2.8296,                 2.7874,              0.0001586,              0.0001586,              0.0001586
                     95,                 1.9408,                 1.0374,                 1.9317,                0.64027,                 0.5738,                0.60105,                0.32985,                 3.2589,                 2.7981,                 2.7891,              0.0001388,              0.0001388,              0.0001388
                     96,                 1.9467,                 1.0309,                 1.9361,                0.63339,                0.57909,                0.60258,                0.33058,                 3.2754,                 2.8373,                 2.7983,               0.000119,               0.000119,               0.000119
                     97,                 1.9083,                 1.0199,                 1.9166,                0.64123,                0.57367,                0.61059,                0.33568,                 3.2604,                 2.8041,                 2.7882,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 1.9127,                 1.0052,                 1.9185,                0.63241,                0.57426,                 0.6009,                0.33257,                  3.264,                 2.9038,                 2.7866,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                  1.946,                 1.0398,                 1.9367,                0.66998,                0.54504,                0.60007,                 0.3322,                 3.2741,                 2.9093,                 2.7854,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                 1.8787,                0.98046,                 1.9126,                0.62244,                0.58163,                0.60275,                0.33388,                 3.2608,                 2.8881,                 2.7877,               3.98e-05,               3.98e-05,               3.98e-05
